temperature,humidity,ac_on,lights_on,tv_on,power_watts,recorded_at
26.9,69.39,1,1,1,1349.64,2026-01-19 09:00:00
20.8,61.45,0,0,1,97.27,2026-01-19 10:00:00
26.73,49.63,1,0,0,1298.69,2026-01-19 11:00:00
23.09,63.2,1,1,0,1325.63,2026-01-19 12:00:00
29.01,54.79,0,0,1,107.71,2026-01-19 13:00:00
28.1,55.77,0,1,0,30.56,2026-01-19 14:00:00
24.18,64.69,1,1,1,1205.59,2026-01-19 15:00:00
25.46,69.91,0,1,0,33.0,2026-01-19 16:00:00
23.82,60.17,0,1,0,32.29,2026-01-19 17:00:00
26.81,62.47,0,1,1,139.25,2026-01-19 18:00:00
29.87,73.62,1,0,0,1225.17,2026-01-19 19:00:00
24.04,61.93,1,1,0,1184.86,2026-01-19 20:00:00
28.51,80.81,1,1,0,1158.62,2026-01-19 21:00:00
25.41,64.52,0,1,1,119.49,2026-01-19 22:00:00
24.62,45.91,1,0,0,1152.82,2026-01-19 23:00:00
26.68,66.03,1,0,1,1229.5,2026-01-20 00:00:00
23.89,63.05,1,0,0,1225.33,2026-01-20 01:00:00
25.34,70.32,1,1,1,1428.93,2026-01-20 02:00:00
23.41,65.39,0,1,1,113.01,2026-01-20 03:00:00
32.89,58.89,1,1,0,1358.04,2026-01-20 04:00:00
27.11,50.21,0,0,0,27.33,2026-01-20 05:00:00
24.9,58.33,1,0,0,997.72,2026-01-20 06:00:00
27.64,53.2,0,1,1,137.5,2026-01-20 07:00:00
26.66,55.36,0,1,0,26.9,2026-01-20 08:00:00
26.34,64.71,0,0,1,103.46,2026-01-20 09:00:00
28.84,73.36,1,1,0,980.02,2026-01-20 10:00:00
29.27,63.16,0,0,0,18.46,2026-01-20 11:00:00
25.41,50.43,1,1,0,1288.13,2026-01-20 12:00:00
25.27,63.56,1,1,0,1247.64,2026-01-20 13:00:00
26.17,69.57,0,0,0,15.0,2026-01-20 14:00:00
20.09,55.12,1,0,1,1575.49,2026-01-20 15:00:00
22.45,58.93,0,1,1,123.79,2026-01-20 16:00:00
31.1,60.12,1,0,0,1310.45,2026-01-20 17:00:00
31.93,53.72,1,1,1,1320.94,2026-01-20 18:00:00
26.25,65.19,0,1,1,146.94,2026-01-20 19:00:00
28.73,59.03,0,1,1,132.37,2026-01-20 20:00:00
27.93,63.36,0,1,0,35.2,2026-01-20 21:00:00
36.24,52.9,1,1,0,1155.55,2026-01-20 22:00:00
30.36,56.5,1,0,0,1081.73,2026-01-20 23:00:00
26.62,65.78,1,1,1,1320.81,2026-01-21 00:00:00
24.13,57.02,1,1,0,1057.25,2026-01-21 01:00:00
22.18,73.82,0,1,0,34.99,2026-01-21 02:00:00
27.61,56.8,1,0,0,1220.42,2026-01-21 03:00:00
24.73,61.8,1,0,0,1228.92,2026-01-21 04:00:00
22.73,67.46,0,1,1,115.02,2026-01-21 05:00:00
25.06,48.65,0,0,0,27.63,2026-01-21 06:00:00
23.76,45.91,0,1,0,41.93,2026-01-21 07:00:00
32.06,47.79,1,1,1,1202.34,2026-01-21 08:00:00
29.64,70.1,1,1,1,1342.13,2026-01-21 09:00:00
26.98,55.59,0,1,1,128.45,2026-01-21 10:00:00
31.44,80.47,1,1,1,1213.34,2026-01-21 11:00:00
27.23,55.49,0,1,1,134.07,2026-01-21 12:00:00
24.42,61.48,1,0,0,1264.86,2026-01-21 13:00:00
31.57,72.34,0,1,0,27.45,2026-01-21 14:00:00
28.62,76.05,1,1,1,1407.01,2026-01-21 15:00:00
23.89,76.49,1,1,1,1422.78,2026-01-21 16:00:00
26.43,69.67,1,1,1,1470.32,2026-01-21 17:00:00
24.37,68.19,1,1,0,1154.53,2026-01-21 18:00:00
22.85,64.74,0,1,0,28.71,2026-01-21 19:00:00
29.78,66.23,0,1,0,29.75,2026-01-21 20:00:00
32.73,55.59,0,0,0,22.38,2026-01-21 21:00:00
22.8,53.45,0,1,0,36.38,2026-01-21 22:00:00
28.69,59.97,1,1,1,1510.09,2026-01-21 23:00:00
25.05,58.64,0,1,0,30.39,2026-01-22 00:00:00
25.54,56.37,0,1,0,29.96,2026-01-22 01:00:00
25.22,65.57,1,1,0,1150.17,2026-01-22 02:00:00
24.41,67.64,1,0,1,1256.31,2026-01-22 03:00:00
27.15,60.71,1,1,0,1166.29,2026-01-22 04:00:00
24.51,71.82,0,0,0,14.94,2026-01-22 05:00:00
27.81,50.87,0,1,0,23.22,2026-01-22 06:00:00
26.85,58.45,1,1,0,1230.28,2026-01-22 07:00:00
26.28,54.27,0,0,1,115.85,2026-01-22 08:00:00
24.28,45.07,0,0,1,102.51,2026-01-22 09:00:00
25.27,59.34,1,1,0,1292.47,2026-01-22 10:00:00
29.27,59.03,1,0,0,1277.95,2026-01-22 11:00:00
28.5,72.11,1,1,1,1299.43,2026-01-22 12:00:00
24.07,65.05,0,0,0,14.37,2026-01-22 13:00:00
27.3,51.81,0,0,0,21.94,2026-01-22 14:00:00
29.25,74.83,1,1,0,1190.92,2026-01-22 15:00:00
21.99,69.77,0,1,1,130.27,2026-01-22 16:00:00
28.63,64.66,1,1,0,1323.69,2026-01-22 17:00:00
25.01,58.19,1,1,0,1182.42,2026-01-22 18:00:00
28.71,52.32,1,1,1,1204.09,2026-01-22 19:00:00
24.71,57.02,0,1,0,39.21,2026-01-22 20:00:00
21.59,68.71,0,1,0,34.11,2026-01-22 21:00:00
22.12,75.08,1,1,1,1251.21,2026-01-22 22:00:00
27.14,72.35,1,1,0,1367.18,2026-01-22 23:00:00
27.78,56.09,1,1,1,1405.87,2026-01-23 00:00:00
24.29,51.04,0,0,0,22.71,2026-01-23 01:00:00
28.92,61.13,0,1,0,29.84,2026-01-23 02:00:00
22.02,45.85,1,0,0,1241.15,2026-01-23 03:00:00
26.8,62.59,1,1,0,1338.49,2026-01-23 04:00:00
23.37,58.82,1,0,0,1180.15,2026-01-23 05:00:00
25.04,56.27,0,1,1,156.11,2026-01-23 06:00:00
27.14,47.24,1,1,0,1361.41,2026-01-23 07:00:00
24.42,64.11,1,0,0,1392.93,2026-01-23 08:00:00
25.85,55.74,1,0,0,1256.38,2026-01-23 09:00:00
30.02,50.64,1,0,1,1378.94,2026-01-23 10:00:00
25.27,37.02,0,1,0,38.61,2026-01-23 11:00:00
29.51,59.78,1,1,0,1271.64,2026-01-23 12:00:00
23.61,74.18,0,0,0,23.0,2026-01-23 13:00:00
28.59,73.29,1,1,0,1183.96,2026-01-23 14:00:00
31.32,56.34,1,1,0,1256.9,2026-01-23 15:00:00
19.59,55.18,0,1,1,134.92,2026-01-23 16:00:00
24.61,63.75,1,1,0,1211.06,2026-01-23 17:00:00
28.73,52.01,0,1,0,33.11,2026-01-23 18:00:00
26.39,62.41,1,1,0,1018.01,2026-01-23 19:00:00
28.11,66.13,1,0,1,1476.29,2026-01-23 20:00:00
25.19,69.82,0,0,0,26.8,2026-01-23 21:00:00
27.26,59.2,0,0,0,19.05,2026-01-23 22:00:00
26.53,58.37,1,0,0,1278.59,2026-01-23 23:00:00
30.5,52.98,0,1,0,23.36,2026-01-24 00:00:00
27.76,53.38,1,1,0,1363.93,2026-01-24 01:00:00
28.01,58.19,1,1,0,1340.23,2026-01-24 02:00:00
25.76,62.94,1,0,0,1078.57,2026-01-24 03:00:00
25.54,67.31,0,0,0,10.14,2026-01-24 04:00:00
25.7,53.57,1,1,0,1214.42,2026-01-24 05:00:00
28.18,71.94,1,1,0,1233.07,2026-01-24 06:00:00
25.74,57.83,0,0,0,22.22,2026-01-24 07:00:00
27.87,59.83,1,1,1,1482.94,2026-01-24 08:00:00
33.23,54.02,1,1,1,1449.21,2026-01-24 09:00:00
29.61,40.61,1,1,1,1234.85,2026-01-24 10:00:00
26.02,67.07,0,1,1,151.83,2026-01-24 11:00:00
30.6,65.89,1,0,1,1280.8,2026-01-24 12:00:00
25.78,57.75,0,0,1,130.58,2026-01-24 13:00:00
20.89,60.54,0,1,0,25.2,2026-01-24 14:00:00
23.98,64.13,1,1,1,1479.82,2026-01-24 15:00:00
21.39,47.5,1,1,0,1308.21,2026-01-24 16:00:00
25.95,55.77,0,1,0,26.67,2026-01-24 17:00:00
27.06,66.35,0,0,1,111.79,2026-01-24 18:00:00
32.03,49.97,0,1,0,44.21,2026-01-24 19:00:00
27.98,62.35,0,0,0,19.79,2026-01-24 20:00:00
26.34,49.15,0,1,1,171.09,2026-01-24 21:00:00
29.49,63.73,0,1,0,31.57,2026-01-24 22:00:00
20.37,59.71,1,1,0,1284.51,2026-01-24 23:00:00
27.71,47.08,1,1,1,1312.1,2026-01-25 00:00:00
29.31,69.32,1,1,1,1244.9,2026-01-25 01:00:00
22.56,54.12,1,1,0,1215.83,2026-01-25 02:00:00
30.43,53.52,0,1,0,32.93,2026-01-25 03:00:00
28.02,61.6,1,0,0,1151.64,2026-01-25 04:00:00
25.75,69.19,1,0,1,1302.19,2026-01-25 05:00:00
28.9,51.87,1,0,0,1131.2,2026-01-25 06:00:00
33.81,60.49,1,0,0,1330.02,2026-01-25 07:00:00
27.55,63.43,1,1,0,1201.21,2026-01-25 08:00:00
27.74,65.54,1,1,0,1381.76,2026-01-25 09:00:00
25.62,61.41,0,1,1,125.95,2026-01-25 10:00:00
24.45,57.06,1,0,0,1215.12,2026-01-25 11:00:00
29.49,53.38,1,1,1,1257.93,2026-01-25 12:00:00
24.43,60.69,1,1,0,1016.55,2026-01-25 13:00:00
27.21,51.42,1,1,1,1206.33,2026-01-25 14:00:00
25.57,36.63,0,1,1,132.69,2026-01-25 15:00:00
28.44,63.49,0,1,0,30.37,2026-01-25 16:00:00
28.0,67.23,1,0,0,1235.2,2026-01-25 17:00:00
30.11,41.1,1,0,0,1259.39,2026-01-25 18:00:00
25.47,51.92,1,1,1,1073.08,2026-01-25 19:00:00
26.19,64.95,0,1,0,25.36,2026-01-25 20:00:00
24.06,76.46,0,1,1,152.37,2026-01-25 21:00:00
25.67,60.17,1,0,1,1344.16,2026-01-25 22:00:00
28.13,54.18,1,1,1,1317.44,2026-01-25 23:00:00
29.27,58.54,1,1,1,1374.04,2026-01-26 00:00:00
24.23,71.0,1,1,0,1390.24,2026-01-26 01:00:00
29.61,54.83,1,0,0,1199.0,2026-01-26 02:00:00
31.07,53.61,0,0,0,18.24,2026-01-26 03:00:00
28.24,56.14,1,1,1,1353.42,2026-01-26 04:00:00
32.63,52.37,1,1,1,1572.46,2026-01-26 05:00:00
24.68,60.98,1,0,1,1124.93,2026-01-26 06:00:00
23.27,73.0,1,0,0,1288.2,2026-01-26 07:00:00
21.66,62.58,1,1,0,1226.72,2026-01-26 08:00:00
31.49,57.98,0,1,1,153.68,2026-01-26 09:00:00
28.96,57.67,1,1,0,1164.45,2026-01-26 10:00:00
26.83,47.49,0,1,0,43.39,2026-01-26 11:00:00
27.84,67.06,1,1,1,1418.62,2026-01-26 12:00:00
23.62,59.38,0,0,0,15.82,2026-01-26 13:00:00
34.34,58.56,0,1,0,41.2,2026-01-26 14:00:00
27.39,85.54,1,1,0,1155.24,2026-01-26 15:00:00
27.33,62.39,0,1,0,29.61,2026-01-26 16:00:00
29.18,53.99,1,1,1,1256.21,2026-01-26 17:00:00
28.44,56.59,1,0,0,1039.57,2026-01-26 18:00:00
27.67,69.19,0,0,0,23.57,2026-01-26 19:00:00
24.63,60.91,1,1,0,1311.24,2026-01-26 20:00:00
28.41,48.49,1,0,1,1207.08,2026-01-26 21:00:00
32.65,67.35,1,0,0,1325.36,2026-01-26 22:00:00
31.04,54.65,0,1,0,36.32,2026-01-26 23:00:00
31.78,74.99,0,1,0,32.72,2026-01-27 00:00:00
25.47,68.64,0,1,0,35.48,2026-01-27 01:00:00
24.03,56.42,0,1,0,30.44,2026-01-27 02:00:00
26.62,70.25,0,1,1,135.53,2026-01-27 03:00:00
27.17,60.54,1,1,1,1345.8,2026-01-27 04:00:00
30.28,66.82,1,1,0,1210.14,2026-01-27 05:00:00
21.92,63.88,1,1,0,1238.73,2026-01-27 06:00:00
31.59,53.23,1,1,1,1291.9,2026-01-27 07:00:00
26.53,54.85,0,1,0,32.69,2026-01-27 08:00:00
25.72,68.24,0,1,1,115.88,2026-01-27 09:00:00
23.96,57.32,0,1,0,42.31,2026-01-27 10:00:00
22.04,56.77,0,1,1,139.65,2026-01-27 11:00:00
29.47,52.36,1,0,1,1333.01,2026-01-27 12:00:00
27.22,63.39,1,1,1,1232.08,2026-01-27 13:00:00
23.13,76.5,0,0,1,102.59,2026-01-27 14:00:00
23.11,51.46,0,1,0,26.7,2026-01-27 15:00:00
25.99,60.19,1,1,1,1560.44,2026-01-27 16:00:00
32.01,71.3,1,1,0,1108.1,2026-01-27 17:00:00
26.22,59.36,0,1,0,28.43,2026-01-27 18:00:00
22.49,63.62,1,1,1,1268.35,2026-01-27 19:00:00
26.26,51.5,1,1,1,1431.4,2026-01-27 20:00:00
26.18,63.43,0,1,1,136.08,2026-01-27 21:00:00
18.91,58.5,0,1,0,26.66,2026-01-27 22:00:00
26.84,67.89,1,0,1,1444.97,2026-01-27 23:00:00
26.31,69.5,1,0,1,1407.67,2026-01-28 00:00:00
29.09,80.72,1,0,0,1277.77,2026-01-28 01:00:00
32.55,64.64,0,1,0,27.51,2026-01-28 02:00:00
30.38,62.61,0,1,0,42.07,2026-01-28 03:00:00
26.19,61.56,1,1,0,1444.47,2026-01-28 04:00:00
23.68,57.17,1,0,1,1230.33,2026-01-28 05:00:00
34.72,62.71,0,0,1,85.29,2026-01-28 06:00:00
27.18,57.64,1,1,1,1371.48,2026-01-28 07:00:00
27.04,61.35,1,0,1,1380.39,2026-01-28 08:00:00
26.93,70.54,1,1,0,1064.29,2026-01-28 09:00:00
27.59,51.95,1,1,1,1319.07,2026-01-28 10:00:00
26.57,69.12,1,1,0,1154.74,2026-01-28 11:00:00
25.28,70.54,1,0,1,1419.54,2026-01-28 12:00:00
25.36,59.06,1,0,0,1331.05,2026-01-28 13:00:00
26.9,43.03,0,0,1,117.04,2026-01-28 14:00:00
25.37,55.14,1,1,0,1229.33,2026-01-28 15:00:00
24.86,70.38,0,1,0,22.84,2026-01-28 16:00:00
27.32,59.82,1,0,1,1284.46,2026-01-28 17:00:00
26.24,52.01,0,1,0,29.35,2026-01-28 18:00:00
31.51,55.96,0,1,1,134.14,2026-01-28 19:00:00
19.05,66.72,0,0,0,17.88,2026-01-28 20:00:00
30.27,64.37,0,1,1,136.13,2026-01-28 21:00:00
30.74,58.09,1,1,0,1108.33,2026-01-28 22:00:00
20.78,57.07,1,0,0,1110.18,2026-01-28 23:00:00
25.97,56.87,1,1,0,1303.48,2026-01-29 00:00:00
25.89,52.62,0,1,0,32.61,2026-01-29 01:00:00
22.78,72.92,0,1,0,38.2,2026-01-29 02:00:00
24.67,57.42,0,1,0,28.24,2026-01-29 03:00:00
23.67,69.74,0,1,0,32.63,2026-01-29 04:00:00
32.26,72.17,1,1,0,1338.89,2026-01-29 05:00:00
29.81,67.99,0,1,0,23.75,2026-01-29 06:00:00
30.81,56.55,0,1,1,143.51,2026-01-29 07:00:00
29.17,63.23,0,1,0,27.95,2026-01-29 08:00:00
23.61,59.81,0,0,0,20.45,2026-01-29 09:00:00
25.43,52.77,1,1,1,1333.52,2026-01-29 10:00:00
28.47,62.59,1,1,0,1399.58,2026-01-29 11:00:00
23.33,50.57,0,1,1,157.99,2026-01-29 12:00:00
29.14,69.5,0,1,0,29.19,2026-01-29 13:00:00
26.28,56.28,0,0,0,24.74,2026-01-29 14:00:00
25.88,61.61,0,1,0,32.36,2026-01-29 15:00:00
29.13,62.27,0,0,1,96.33,2026-01-29 16:00:00
28.33,57.93,1,1,1,1191.09,2026-01-29 17:00:00
25.92,64.69,1,1,0,1245.14,2026-01-29 18:00:00
30.48,56.2,1,1,0,1241.31,2026-01-29 19:00:00
23.76,66.97,1,1,1,1345.17,2026-01-29 20:00:00
28.85,49.23,1,1,0,1339.61,2026-01-29 21:00:00
28.78,61.01,1,1,0,1264.57,2026-01-29 22:00:00
26.07,75.51,1,1,1,1486.8,2026-01-29 23:00:00
27.98,52.0,1,1,1,1237.4,2026-01-30 00:00:00
23.25,54.58,0,1,0,38.33,2026-01-30 01:00:00
29.77,64.11,1,0,1,1314.11,2026-01-30 02:00:00
26.45,61.44,1,0,1,1207.18,2026-01-30 03:00:00
25.43,62.81,1,1,0,1320.15,2026-01-30 04:00:00
30.15,63.91,1,1,0,1464.98,2026-01-30 05:00:00
24.89,65.08,1,1,0,1219.76,2026-01-30 06:00:00
22.77,68.88,0,0,1,90.37,2026-01-30 07:00:00
22.33,63.28,1,1,1,1343.98,2026-01-30 08:00:00
28.82,58.07,0,1,0,29.31,2026-01-30 09:00:00
23.16,65.38,0,0,1,107.59,2026-01-30 10:00:00
32.26,75.2,0,1,0,36.42,2026-01-30 11:00:00
20.75,58.94,1,1,0,1091.96,2026-01-30 12:00:00
32.09,52.2,0,1,0,27.81,2026-01-30 13:00:00
27.63,68.86,0,1,0,32.35,2026-01-30 14:00:00
26.71,59.04,1,1,1,1286.33,2026-01-30 15:00:00
25.37,42.62,0,0,0,25.77,2026-01-30 16:00:00
28.2,66.78,1,1,1,1224.86,2026-01-30 17:00:00
26.89,55.72,1,1,0,1157.96,2026-01-30 18:00:00
30.31,59.28,0,1,0,31.4,2026-01-30 19:00:00
27.34,62.66,1,1,1,1418.42,2026-01-30 20:00:00
27.45,61.52,0,1,0,29.07,2026-01-30 21:00:00
25.91,65.68,1,1,0,1252.16,2026-01-30 22:00:00
26.83,56.52,1,0,0,1218.44,2026-01-30 23:00:00
27.92,64.1,1,1,1,1373.94,2026-01-31 00:00:00
21.87,57.92,1,1,0,1244.39,2026-01-31 01:00:00
22.96,65.91,0,1,0,36.48,2026-01-31 02:00:00
29.23,64.92,0,1,0,34.37,2026-01-31 03:00:00
27.51,52.52,1,0,0,1118.17,2026-01-31 04:00:00
26.45,68.69,1,1,1,1346.04,2026-01-31 05:00:00
27.06,55.71,1,1,0,1181.2,2026-01-31 06:00:00
28.04,66.46,1,1,0,1473.75,2026-01-31 07:00:00
25.38,62.94,1,1,0,1220.19,2026-01-31 08:00:00
24.67,74.71,1,1,0,1083.49,2026-01-31 09:00:00
27.59,58.21,0,0,1,131.47,2026-01-31 10:00:00
24.06,57.21,1,1,0,1281.08,2026-01-31 11:00:00
28.22,59.84,1,0,1,1508.56,2026-01-31 12:00:00
21.89,57.57,0,1,0,32.02,2026-01-31 13:00:00
30.09,66.4,1,0,0,1060.6,2026-01-31 14:00:00
28.42,47.07,1,0,1,1412.05,2026-01-31 15:00:00
27.77,51.57,1,1,0,1099.41,2026-01-31 16:00:00
29.95,51.46,0,1,1,113.77,2026-01-31 17:00:00
32.0,67.6,0,1,1,125.4,2026-01-31 18:00:00
30.04,73.68,1,1,0,1225.39,2026-01-31 19:00:00
21.48,59.16,1,1,0,1302.31,2026-01-31 20:00:00
23.16,58.65,0,1,1,105.86,2026-01-31 21:00:00
25.13,60.56,0,1,0,38.74,2026-01-31 22:00:00
27.08,69.3,1,0,0,1213.84,2026-01-31 23:00:00
28.55,52.58,0,1,0,29.46,2026-02-01 00:00:00
24.82,61.91,1,1,0,1240.28,2026-02-01 01:00:00
27.56,67.8,1,1,1,1373.72,2026-02-01 02:00:00
24.73,64.01,0,0,0,22.93,2026-02-01 03:00:00
25.17,61.52,1,0,0,1260.67,2026-02-01 04:00:00
22.78,68.01,0,0,1,130.65,2026-02-01 05:00:00
24.23,38.37,0,1,0,22.74,2026-02-01 06:00:00
22.94,65.42,1,1,0,1234.12,2026-02-01 07:00:00
24.07,54.77,1,0,1,1353.62,2026-02-01 08:00:00
30.16,45.35,1,1,0,1306.77,2026-02-01 09:00:00
24.15,64.09,1,1,1,1246.85,2026-02-01 10:00:00
34.9,70.99,0,1,1,155.94,2026-02-01 11:00:00
28.48,58.9,0,1,0,27.88,2026-02-01 12:00:00
27.55,67.62,0,0,0,16.33,2026-02-01 13:00:00
24.42,72.9,0,1,0,24.73,2026-02-01 14:00:00
29.1,70.52,0,1,0,31.04,2026-02-01 15:00:00
25.27,73.12,0,1,1,143.25,2026-02-01 16:00:00
27.37,65.94,1,1,1,1350.92,2026-02-01 17:00:00
34.68,60.6,1,0,0,1210.71,2026-02-01 18:00:00
26.71,47.18,1,1,1,1278.66,2026-02-01 19:00:00
30.45,58.03,1,0,1,1416.48,2026-02-01 20:00:00
24.89,53.25,0,1,1,118.66,2026-02-01 21:00:00
26.9,77.37,0,1,0,38.12,2026-02-01 22:00:00
32.31,58.59,1,0,0,1132.06,2026-02-01 23:00:00
25.12,60.99,1,1,0,1279.74,2026-02-02 00:00:00
32.44,64.41,0,0,1,122.31,2026-02-02 01:00:00
29.12,60.35,1,1,0,1151.15,2026-02-02 02:00:00
25.31,73.56,1,1,0,1229.88,2026-02-02 03:00:00
28.9,55.02,1,1,0,1246.33,2026-02-02 04:00:00
29.92,61.56,0,1,0,24.98,2026-02-02 05:00:00
28.87,54.06,1,1,0,1215.95,2026-02-02 06:00:00
22.29,49.44,1,1,1,1206.0,2026-02-02 07:00:00
24.82,55.11,1,1,0,1258.88,2026-02-02 08:00:00
26.26,59.7,1,1,0,1030.67,2026-02-02 09:00:00
26.78,56.57,1,0,0,1214.76,2026-02-02 10:00:00
28.86,54.46,1,1,0,1230.43,2026-02-02 11:00:00
27.53,48.75,0,0,0,11.16,2026-02-02 12:00:00
22.99,59.34,1,1,0,1343.1,2026-02-02 13:00:00
28.14,47.96,1,0,0,1178.37,2026-02-02 14:00:00
28.83,66.08,1,0,0,1208.55,2026-02-02 15:00:00
28.68,60.66,0,1,0,27.91,2026-02-02 16:00:00
30.24,48.34,0,1,0,32.31,2026-02-02 17:00:00
29.5,57.53,1,1,1,1351.25,2026-02-02 18:00:00
28.38,53.98,1,0,1,1195.26,2026-02-02 19:00:00
26.79,62.55,1,1,0,1191.09,2026-02-02 20:00:00
22.02,70.72,1,1,0,1125.92,2026-02-02 21:00:00
28.29,45.0,1,1,1,1405.91,2026-02-02 22:00:00
27.62,60.92,1,0,0,1405.75,2026-02-02 23:00:00
27.81,58.72,1,1,1,1227.33,2026-02-03 00:00:00
23.17,65.37,1,0,1,1127.87,2026-02-03 01:00:00
23.76,61.71,1,1,0,1226.48,2026-02-03 02:00:00
30.16,53.98,0,1,0,32.49,2026-02-03 03:00:00
26.88,57.45,1,1,1,1344.3,2026-02-03 04:00:00
29.04,53.63,1,1,0,1188.24,2026-02-03 05:00:00
27.08,68.61,0,1,0,28.53,2026-02-03 06:00:00
27.09,60.17,0,1,0,36.61,2026-02-03 07:00:00
29.81,75.21,0,1,0,32.15,2026-02-03 08:00:00
25.45,59.51,0,1,1,134.17,2026-02-03 09:00:00
27.29,54.33,0,1,1,104.64,2026-02-03 10:00:00
25.61,47.89,1,1,1,1390.7,2026-02-03 11:00:00
25.7,45.57,1,1,0,1143.57,2026-02-03 12:00:00
26.07,47.33,1,1,0,1412.41,2026-02-03 13:00:00
27.67,62.14,0,1,0,37.19,2026-02-03 14:00:00
25.56,64.07,0,1,0,27.8,2026-02-03 15:00:00
30.77,47.35,1,0,0,1275.25,2026-02-03 16:00:00
24.32,67.16,0,1,1,149.24,2026-02-03 17:00:00
26.44,56.14,1,1,1,1153.67,2026-02-03 18:00:00
25.68,61.17,1,0,0,1182.13,2026-02-03 19:00:00
31.34,72.9,1,0,1,1432.91,2026-02-03 20:00:00
27.59,67.17,0,1,0,41.43,2026-02-03 21:00:00
30.1,57.85,1,1,0,1157.79,2026-02-03 22:00:00
22.54,52.87,0,1,1,109.49,2026-02-03 23:00:00
27.8,42.79,1,0,0,1167.74,2026-02-04 00:00:00
29.67,54.25,1,1,1,1285.95,2026-02-04 01:00:00
27.25,58.31,0,0,1,129.5,2026-02-04 02:00:00
30.2,52.1,0,1,0,31.73,2026-02-04 03:00:00
25.45,58.95,0,0,1,91.85,2026-02-04 04:00:00
31.23,60.61,1,0,0,1300.49,2026-02-04 05:00:00
33.9,58.2,0,0,0,23.06,2026-02-04 06:00:00
25.91,54.8,1,1,0,1173.86,2026-02-04 07:00:00
25.66,61.35,0,0,0,14.61,2026-02-04 08:00:00
31.36,63.54,1,1,1,1355.95,2026-02-04 09:00:00
31.74,51.28,1,1,0,1247.8,2026-02-04 10:00:00
25.43,71.29,1,1,1,1221.94,2026-02-04 11:00:00
25.74,59.21,1,1,0,1209.58,2026-02-04 12:00:00
26.15,60.15,0,1,0,24.5,2026-02-04 13:00:00
22.97,65.67,0,0,1,117.68,2026-02-04 14:00:00
24.24,61.87,1,1,0,1280.35,2026-02-04 15:00:00
23.99,67.63,0,0,0,27.43,2026-02-04 16:00:00
24.7,62.3,1,0,0,1159.06,2026-02-04 17:00:00
26.9,55.1,0,1,0,30.37,2026-02-04 18:00:00
27.7,62.89,0,1,0,28.08,2026-02-04 19:00:00
31.65,50.85,0,1,1,142.74,2026-02-04 20:00:00
24.0,60.87,1,1,0,1238.12,2026-02-04 21:00:00
29.95,59.73,0,1,0,34.55,2026-02-04 22:00:00
26.36,58.34,1,0,1,1276.13,2026-02-04 23:00:00
26.85,58.97,0,0,0,24.61,2026-02-05 00:00:00
29.02,44.95,1,0,1,1193.46,2026-02-05 01:00:00
23.63,55.61,0,0,0,17.84,2026-02-05 02:00:00
28.15,60.74,1,1,0,1285.3,2026-02-05 03:00:00
27.5,61.28,1,1,1,1394.86,2026-02-05 04:00:00
28.48,51.78,0,0,0,23.68,2026-02-05 05:00:00
27.87,70.13,1,1,1,1497.79,2026-02-05 06:00:00
34.37,53.07,1,1,0,1272.65,2026-02-05 07:00:00
25.09,67.76,1,0,0,1104.17,2026-02-05 08:00:00
25.41,63.42,1,0,0,1191.41,2026-02-05 09:00:00
25.13,54.83,0,0,0,25.28,2026-02-05 10:00:00
25.33,74.2,1,0,1,1550.06,2026-02-05 11:00:00
25.09,50.45,0,0,0,24.57,2026-02-05 12:00:00
30.57,67.35,0,1,1,131.33,2026-02-05 13:00:00
31.26,68.0,1,0,1,1332.07,2026-02-05 14:00:00
25.29,54.64,0,1,0,27.9,2026-02-05 15:00:00
24.5,71.14,1,1,0,1222.43,2026-02-05 16:00:00
28.41,58.0,1,1,1,1239.17,2026-02-05 17:00:00
25.34,62.31,1,1,1,1396.08,2026-02-05 18:00:00
28.9,62.08,1,0,0,1292.14,2026-02-05 19:00:00
27.61,58.93,0,1,0,27.26,2026-02-05 20:00:00
22.45,66.49,0,1,0,26.25,2026-02-05 21:00:00
31.64,66.35,1,0,1,1258.35,2026-02-05 22:00:00
32.39,46.01,0,0,0,18.0,2026-02-05 23:00:00
25.16,70.43,0,1,1,116.74,2026-02-06 00:00:00
25.84,46.7,0,1,0,37.4,2026-02-06 01:00:00
27.86,68.26,1,1,0,1132.24,2026-02-06 02:00:00
28.0,69.01,1,1,0,1172.15,2026-02-06 03:00:00
28.98,51.27,0,1,0,27.87,2026-02-06 04:00:00
33.03,56.71,1,0,0,1066.58,2026-02-06 05:00:00
26.47,51.15,0,1,0,31.8,2026-02-06 06:00:00
24.61,58.28,0,0,0,27.14,2026-02-06 07:00:00
22.86,57.54,1,0,0,1184.36,2026-02-06 08:00:00
24.81,66.24,1,1,0,1156.59,2026-02-06 09:00:00
26.9,70.48,1,1,1,1156.91,2026-02-06 10:00:00
32.38,71.17,0,1,0,32.68,2026-02-06 11:00:00
25.45,55.5,1,1,0,1357.49,2026-02-06 12:00:00
27.67,58.33,1,1,0,1164.24,2026-02-06 13:00:00
26.95,46.53,1,0,1,1352.09,2026-02-06 14:00:00
30.57,53.55,1,0,0,1261.31,2026-02-06 15:00:00
34.58,67.72,1,0,1,1425.82,2026-02-06 16:00:00
25.41,72.92,1,1,1,1239.59,2026-02-06 17:00:00
25.53,50.13,1,1,1,1458.65,2026-02-06 18:00:00
